i,'world'
8593,world
8594,world
8595,world
8596,world
8597,world
8598,world
8599,world
8600,world
8601,world
8602,world
8603,world
8604,world
8605,world
8606,world
8607,world
8608,world
8609,world
8610,world
8611,world
8612,world
8613,world
8614,world
8615,world
8616,world
8617,world
8618,world
8619,world
8620,world
8621,world
8622,world
8623,world
8624,world
8625,world
8626,world
8627,world
8628,world
8629,world
8630,world
8631,world
8632,world
8633,world
8634,world
8635,world
8636,world
8637,world
8638,world
8639,world
8640,world
8641,world
8642,world
8643,world
8644,world
8645,world
8646,world
8647,world
8648,world
8649,world
8650,world
8651,world
8652,world
8653,world
8654,world
8655,world
8656,world
8657,world
8658,world
8659,world
8660,world
8661,world
8662,world
8663,world
8664,world
8665,world
8666,world
8667,world
8668,world
8669,world
8670,world
8671,world
8672,world
8673,world
8674,world
8675,world
8676,world
8677,world
8678,world
8679,world
8680,world
8681,world
8682,world
8683,world
8684,world
8685,world
8686,world
8687,world
8688,world
8689,world
8690,world
8691,world
8692,world
8693,world
8694,world
8695,world
8696,world
8697,world
8698,world
8699,world
8700,world
8701,world
8702,world
8703,world
8704,world
8705,world
8706,world
8707,world
8708,world
8709,world
8710,world
8711,world
8712,world
8713,world
8714,world
8715,world
8716,world
8717,world
8718,world
8719,world
8720,world
8721,world
8722,world
8723,world
8724,world
8725,world
8726,world
8727,world
8728,world
8729,world
8730,world
8731,world
8732,world
8733,world
8734,world
8735,world
8736,world
8737,world
8738,world
8739,world
8740,world
8741,world
8742,world
8743,world
8744,world
8745,world
8746,world
8747,world
8748,world
8749,world
8750,world
8751,world
8752,world
8753,world
8754,world
8755,world
8756,world
8757,world
8758,world
8759,world
8760,world
8761,world
8762,world
8763,world
8764,world
8765,world
8766,world
8767,world
8768,world
8769,world
8770,world
8771,world
8772,world
8773,world
8774,world
8775,world
8776,world
8777,world
8778,world
8779,world
8780,world
8781,world
8782,world
8783,world
8784,world
8785,world
8786,world
8787,world
8788,world
8789,world
8790,world
8791,world
8792,world
8793,world
8794,world
8795,world
8796,world
8797,world
8798,world
8799,world
8800,world
8801,world
8802,world
8803,world
8804,world
8805,world
8806,world
8807,world
8808,world
8809,world
8810,world
8811,world
8812,world
8813,world
8814,world
8815,world
8816,world
8817,world
8818,world
8819,world
8820,world
8821,world
8822,world
8823,world
8824,world
8825,world
8826,world
8827,world
8828,world
8829,world
8830,world
8831,world
8832,world
8833,world
8834,world
8835,world
8836,world
8837,world
8838,world
8839,world
8840,world
8841,world
8842,world
8843,world
8844,world
8845,world
8846,world
8847,world
8848,world
8849,world
8850,world
8851,world
8852,world
8853,world
8854,world
8855,world
8856,world
8857,world
8858,world
8859,world
8860,world
8861,world
8862,world
8863,world
8864,world
8865,world
8866,world
8867,world
8868,world
8869,world
8870,world
8871,world
8872,world
8873,world
8874,world
8875,world
8876,world
8877,world
8878,world
8879,world
8880,world
8881,world
8882,world
8883,world
8884,world
8885,world
8886,world
8887,world
8888,world
8889,world
8890,world
8891,world
8892,world
8893,world
8894,world
8895,world
8896,world
8897,world
8898,world
8899,world
8900,world
8901,world
8902,world
8903,world
8904,world
8905,world
8906,world
8907,world
8908,world
8909,world
8910,world
8911,world
8912,world
8913,world
8914,world
8915,world
8916,world
8917,world
8918,world
8919,world
8920,world
8921,world
8922,world
8923,world
8924,world
8925,world
8926,world
8927,world
8928,world
8929,world
8930,world
8931,world
8932,world
8933,world
8934,world
8935,world
8936,world
8937,world
8938,world
8939,world
8940,world
8941,world
8942,world
8943,world
8944,world
8945,world
8946,world
8947,world
8948,world
8949,world
8950,world
8951,world
8952,world
8953,world
8954,world
8955,world
8956,world
8957,world
8958,world
8959,world
8960,world
8961,world
8962,world
8963,world
8964,world
8965,world
8966,world
8967,world
8968,world
8969,world
8970,world
8971,world
8972,world
8973,world
8974,world
8975,world
8976,world
8977,world
8978,world
8979,world
8980,world
8981,world
8982,world
8983,world
8984,world
8985,world
8986,world
8987,world
8988,world
8989,world
8990,world
8991,world
8992,world
8993,world
8994,world
8995,world
8996,world
8997,world
8998,world
8999,world
9000,world
9001,world
9002,world
9003,world
9004,world
9005,world
9006,world
9007,world
9008,world
9009,world
9010,world
9011,world
9012,world
9013,world
9014,world
9015,world
9016,world
9017,world
9018,world
9019,world
9020,world
9021,world
9022,world
9023,world
9024,world
9025,world
9026,world
9027,world
9028,world
9029,world
9030,world
9031,world
9032,world
9033,world
9034,world
9035,world
9036,world
9037,world
9038,world
9039,world
9040,world
9041,world
9042,world
9043,world
9044,world
9045,world
9046,world
9047,world
9048,world
9049,world
9050,world
9051,world
9052,world
9053,world
9054,world
9055,world
9056,world
9057,world
9058,world
9059,world
9060,world
9061,world
9062,world
9063,world
9064,world
9065,world
9066,world
9067,world
9068,world
9069,world
9070,world
9071,world
9072,world
9073,world
9074,world
9075,world
9076,world
9077,world
9078,world
9079,world
9080,world
9081,world
9082,world
9083,world
9084,world
9085,world
9086,world
9087,world
9088,world
9089,world
9090,world
9091,world
9092,world
9093,world
9094,world
9095,world
9096,world
9097,world
9098,world
9099,world
9100,world
9101,world
9102,world
9103,world
9104,world
9105,world
9106,world
9107,world
9108,world
9109,world
9110,world
9111,world
9112,world
9113,world
9114,world
9115,world
9116,world
9117,world
9118,world
9119,world
9120,world
9121,world
9122,world
9123,world
9124,world
9125,world
9126,world
9127,world
9128,world
9129,world
9130,world
9131,world
9132,world
9133,world
9134,world
9135,world
9136,world
9137,world
9138,world
9139,world
9140,world
9141,world
9142,world
9143,world
9144,world
9145,world
9146,world
9147,world
9148,world
9149,world
9150,world
9151,world
9152,world
9153,world
9154,world
9155,world
9156,world
9157,world
9158,world
9159,world
9160,world
9161,world
9162,world
9163,world
9164,world
9165,world
9166,world
9167,world
9168,world
9169,world
9170,world
9171,world
9172,world
9173,world
9174,world
9175,world
9176,world
9177,world
9178,world
9179,world
9180,world
9181,world
9182,world
9183,world
9184,world
9185,world
9186,world
9187,world
9188,world
9189,world
9190,world
9191,world
9192,world
9193,world
9194,world
9195,world
9196,world
9197,world
9198,world
9199,world
9200,world
9201,world
9202,world
9203,world
9204,world
9205,world
9206,world
9207,world
9208,world
9209,world
9210,world
9211,world
9212,world
9213,world
9214,world
9215,world
9216,world
9217,world
9218,world
9219,world
9220,world
9221,world
9222,world
9223,world
9224,world
9225,world
9226,world
9227,world
9228,world
9229,world
9230,world
9231,world
9232,world
9233,world
9234,world
9235,world
9236,world
9237,world
9238,world
9239,world
9240,world
9241,world
9242,world
9243,world
9244,world
9245,world
9246,world
9247,world
9248,world
9249,world
9250,world
9251,world
9252,world
9253,world
9254,world
9255,world
9256,world
9257,world
9258,world
9259,world
9260,world
9261,world
9262,world
9263,world
9264,world
9265,world
9266,world
9267,world
9268,world
9269,world
9270,world
9271,world
9272,world
9273,world
9274,world
9275,world
9276,world
9277,world
9278,world
9279,world
9280,world
9281,world
9282,world
9283,world
9284,world
9285,world
9286,world
9287,world
9288,world
9289,world
9290,world
9291,world
9292,world
9293,world
9294,world
9295,world
9296,world
9297,world
9298,world
9299,world
9300,world
9301,world
9302,world
9303,world
9304,world
9305,world
9306,world
9307,world
9308,world
9309,world
9310,world
9311,world
9312,world
9313,world
9314,world
9315,world
9316,world
9317,world
9318,world
9319,world
9320,world
9321,world
9322,world
9323,world
9324,world
9325,world
9326,world
9327,world
9328,world
9329,world
9330,world
9331,world
9332,world
9333,world
9334,world
9335,world
9336,world
9337,world
9338,world
9339,world
9340,world
9341,world
9342,world
9343,world
9344,world
9345,world
9346,world
9347,world
9348,world
9349,world
9350,world
9351,world
9352,world
9353,world
9354,world
9355,world
9356,world
9357,world
9358,world
9359,world
9360,world
9361,world
9362,world
9363,world
9364,world
9365,world
9366,world
9367,world
9368,world
9369,world
9370,world
9371,world
9372,world
9373,world
9374,world
9375,world
9376,world
9377,world
9378,world
9379,world
9380,world
9381,world
9382,world
9383,world
9384,world
9385,world
9386,world
9387,world
9388,world
9389,world
9390,world
9391,world
9392,world
9393,world
9394,world
9395,world
9396,world
9397,world
9398,world
9399,world
9400,world
9401,world
9402,world
9403,world
9404,world
9405,world
9406,world
9407,world
9408,world
9409,world
9410,world
9411,world
9412,world
9413,world
9414,world
9415,world
9416,world
9417,world
9418,world
9419,world
9420,world
9421,world
9422,world
9423,world
9424,world
9425,world
9426,world
9427,world
9428,world
9429,world
9430,world
9431,world
9432,world
9433,world
9434,world
9435,world
9436,world
9437,world
9438,world
9439,world
9440,world
9441,world
9442,world
9443,world
9444,world
9445,world
9446,world
9447,world
9448,world
9449,world
9450,world
9451,world
9452,world
9453,world
9454,world
9455,world
9456,world
9457,world
9458,world
9459,world
9460,world
9461,world
9462,world
9463,world
9464,world
9465,world
9466,world
9467,world
9468,world
9469,world
9470,world
9471,world
9472,world
9473,world
9474,world
9475,world
9476,world
9477,world
9478,world
9479,world
9480,world
9481,world
9482,world
9483,world
9484,world
9485,world
9486,world
9487,world
9488,world
9489,world
9490,world
9491,world
9492,world
9493,world
9494,world
9495,world
9496,world
9497,world
9498,world
9499,world
9500,world
9501,world
9502,world
9503,world
9504,world
9505,world
9506,world
9507,world
9508,world
9509,world
9510,world
9511,world
9512,world
9513,world
9514,world
9515,world
9516,world
9517,world
9518,world
9519,world
9520,world
9521,world
9522,world
9523,world
9524,world
9525,world
9526,world
9527,world
9528,world
9529,world
9530,world
9531,world
9532,world
9533,world
9534,world
9535,world
9536,world
9537,world
9538,world
9539,world
9540,world
9541,world
9542,world
9543,world
9544,world
9545,world
9546,world
9547,world
9548,world
9549,world
9550,world
9551,world
9552,world
9553,world
9554,world
9555,world
9556,world
9557,world
9558,world
9559,world
9560,world
9561,world
9562,world
9563,world
9564,world
9565,world
9566,world
9567,world
9568,world
9569,world
9570,world
9571,world
9572,world
9573,world
9574,world
9575,world
9576,world
9577,world
9578,world
9579,world
9580,world
9581,world
9582,world
9583,world
9584,world
9585,world
9586,world
9587,world
9588,world
9589,world
9590,world
9591,world
9592,world
9593,world
9594,world
9595,world
9596,world
9597,world
9598,world
9599,world
9600,world
9601,world
9602,world
9603,world
9604,world
9605,world
9606,world
9607,world
9608,world
9609,world
9610,world
9611,world
9612,world
9613,world
9614,world
9615,world
9616,world
9617,world
9618,world
9619,world
9620,world
9621,world
9622,world
9623,world
9624,world
9625,world
9626,world
9627,world
9628,world
9629,world
9630,world
9631,world
9632,world
9633,world
9634,world
9635,world
9636,world
9637,world
9638,world
9639,world
9640,world
9641,world
9642,world
9643,world
9644,world
9645,world
9646,world
9647,world
9648,world
9649,world
9650,world
9651,world
9652,world
9653,world
9654,world
9655,world
9656,world
9657,world
9658,world
9659,world
9660,world
9661,world
9662,world
9663,world
9664,world
9665,world
9666,world
9667,world
9668,world
9669,world
9670,world
9671,world
9672,world
9673,world
9674,world
9675,world
9676,world
9677,world
9678,world
9679,world
9680,world
9681,world
9682,world
9683,world
9684,world
9685,world
9686,world
9687,world
9688,world
9689,world
9690,world
9691,world
9692,world
9693,world
9694,world
9695,world
9696,world
9697,world
9698,world
9699,world
9700,world
9701,world
9702,world
9703,world
9704,world
9705,world
9706,world
9707,world
9708,world
9709,world
9710,world
9711,world
9712,world
9713,world
9714,world
9715,world
9716,world
9717,world
9718,world
9719,world
9720,world
9721,world
9722,world
9723,world
9724,world
9725,world
9726,world
9727,world
9728,world
9729,world
9730,world
9731,world
9732,world
9733,world
9734,world
9735,world
9736,world
9737,world
9738,world
9739,world
9740,world
9741,world
9742,world
9743,world
9744,world
9745,world
9746,world
9747,world
9748,world
9749,world
9750,world
9751,world
9752,world
9753,world
9754,world
9755,world
9756,world
9757,world
9758,world
9759,world
9760,world
9761,world
9762,world
9763,world
9764,world
9765,world
9766,world
9767,world
9768,world
9769,world
9770,world
9771,world
9772,world
9773,world
9774,world
9775,world
9776,world
9777,world
9778,world
9779,world
9780,world
9781,world
9782,world
9783,world
9784,world
9785,world
9786,world
9787,world
9788,world
9789,world
9790,world
9791,world
9792,world
9793,world
9794,world
9795,world
9796,world
9797,world
9798,world
9799,world
9800,world
9801,world
9802,world
9803,world
9804,world
9805,world
9806,world
9807,world
9808,world
9809,world
9810,world
9811,world
9812,world
9813,world
9814,world
9815,world
9816,world
9817,world
9818,world
9819,world
9820,world
9821,world
9822,world
9823,world
9824,world
9825,world
9826,world
9827,world
9828,world
9829,world
9830,world
9831,world
9832,world
9833,world
9834,world
9835,world
9836,world
9837,world
9838,world
9839,world
9840,world
9841,world
9842,world
9843,world
9844,world
9845,world
9846,world
9847,world
9848,world
9849,world
9850,world
9851,world
9852,world
9853,world
9854,world
9855,world
9856,world
9857,world
9858,world
9859,world
9860,world
9861,world
9862,world
9863,world
9864,world
9865,world
9866,world
9867,world
9868,world
9869,world
9870,world
9871,world
9872,world
9873,world
9874,world
9875,world
9876,world
9877,world
9878,world
9879,world
9880,world
9881,world
9882,world
9883,world
9884,world
9885,world
9886,world
9887,world
9888,world
9889,world
9890,world
9891,world
9892,world
9893,world
9894,world
9895,world
9896,world
9897,world
9898,world
9899,world
9900,world
9901,world
9902,world
9903,world
9904,world
9905,world
9906,world
9907,world
9908,world
9909,world
9910,world
9911,world
9912,world
9913,world
9914,world
9915,world
9916,world
9917,world
9918,world
9919,world
9920,world
9921,world
9922,world
9923,world
9924,world
9925,world
9926,world
9927,world
9928,world
9929,world
9930,world
9931,world
9932,world
9933,world
9934,world
9935,world
9936,world
9937,world
9938,world
9939,world
9940,world
9941,world
9942,world
9943,world
9944,world
9945,world
9946,world
9947,world
9948,world
9949,world
9950,world
9951,world
9952,world
9953,world
9954,world
9955,world
9956,world
9957,world
9958,world
9959,world
9960,world
9961,world
9962,world
9963,world
9964,world
9965,world
9966,world
9967,world
9968,world
9969,world
9970,world
9971,world
9972,world
9973,world
9974,world
9975,world
9976,world
9977,world
9978,world
9979,world
9980,world
9981,world
9982,world
9983,world
9984,world
9985,world
9986,world
9987,world
9988,world
9989,world
9990,world
9991,world
9992,world
9993,world
9994,world
9995,world
9996,world
9997,world
9998,world
9999,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
26,world
27,world
28,world
29,world
30,world
31,world
32,world
hello,world
0,world
1,world
2,world
3,world
4,world
5,world
6,world
7,world
8,world
9,world
10,world
11,world
12,world
13,world
14,world
15,world
16,world
17,world
18,world
19,world
20,world
21,world
22,world
23,world
24,world
25,world
