tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0032846	movie	No Time for Comedy	No Time for Comedy	0	1940	\N	93	Comedy,Drama,Romance
tt0032847	movie	No, No, Nanette	No, No, Nanette	0	1940	\N	96	Comedy,Drama,Musical
tt0032848	movie	Nobody's Children	Nobody's Children	0	1940	\N	64	Drama
tt0032849	movie	Non me lo dire!	Non me lo dire!	0	1940	\N	75	Comedy
tt0032850	movie	North West Mounted Police	North West Mounted Police	0	1940	\N	126	Western
tt0032851	movie	Northwest Passage	'Northwest Passage' (Book I -- Rogers' Rangers)	0	1940	\N	126	Adventure,Drama,History
tt0032852	movie	La notte delle beffe	La notte delle beffe	0	1939	\N	68	Comedy
tt0032853	movie	Notte di fortuna	Notte di fortuna	0	1941	\N	86	\N
tt0032854	short	Nurse-Mates	Nurse-Mates	0	1940	\N	7	Animation,Comedy,Family
tt0032855	short	Nutty But Nice	Nutty But Nice	0	1940	\N	18	Comedy,Short
tt0032856	short	Of Fox and Hounds	Of Fox and Hounds	0	1940	\N	9	Animation,Comedy,Family
tt0032857	movie	Oh, Johnny, How You Can Love!	Oh, Johnny, How You Can Love!	0	1940	\N	63	Comedy,Music,Romance
tt0032858	movie	Oklahoma Frontier	Oklahoma Frontier	0	1939	\N	59	Western
tt0032859	movie	Oklahoma Renegades	Oklahoma Renegades	0	1940	\N	57	Western
tt0032860	movie	Old Bill and Son	Old Bill and Son	0	1941	\N	96	Comedy
tt0032861	movie	Old Mother Riley in Business	Old Mother Riley in Business	0	1941	\N	\N	Comedy
tt0032862	movie	Old Mother Riley in Society	Old Mother Riley in Society	0	1940	\N	81	Comedy
tt0032863	short	The Old South	The Old South	0	1940	\N	11	History,Short
tt0032864	movie	The Old Swimmin' Hole	The Old Swimmin' Hole	0	1940	\N	81	Comedy,Drama,Family
tt0032865	movie	Passione	Oltre l'amore	0	1940	\N	96	Drama
tt0032866	movie	Los olvidados de Dios	Los olvidados de Dios	0	1940	\N	85	Drama
tt0032867	movie	On Their Own	On Their Own	0	1940	\N	65	Comedy
tt0032868	movie	On the Spot	On the Spot	0	1940	\N	62	Mystery
tt0032869	movie	One Crowded Night	One Crowded Night	0	1940	\N	68	Drama
tt0032870	movie	One Man's Law	One Man's Law	0	1940	\N	57	Western
tt0032871	movie	One Million B.C.	One Million B.C.	0	1940	\N	80	Adventure,Fantasy,Romance
tt0032872	movie	One Night in Paris	Premiere	0	1938	\N	62	Mystery
tt0032873	movie	One Night in the Tropics	One Night in the Tropics	0	1940	\N	82	Comedy,Musical,Romance
tt0032874	short	Onion Pacific	Onion Pacific	0	1940	\N	6	Animation,Comedy,Family
tt0032875	movie	Le chemineau	Le chemineau	0	1935	\N	85	Drama
tt0032876	movie	Opened by Mistake	Opened by Mistake	0	1940	\N	67	Comedy,Mystery
tt0032877	movie	Operette	Operette	0	1940	\N	107	Musical
tt0032878	movie	Orizzonte dipinto	Orizzonte dipinto	0	1941	\N	84	\N
tt0032879	movie	Orphans of the North	Orphans of the North	0	1940	\N	56	Action,Adventure,Comedy
tt0032880	movie	Osvobozhdeniye	Osvobozhdeniye	0	1940	\N	62	Documentary
tt0032881	movie	Our Town	Our Town	0	1940	\N	90	Drama,Family,Romance
tt0032882	movie	Out West with the Peppers	Out West with the Peppers	0	1940	\N	62	Comedy,Drama,Western
tt0032884	movie	The Outsider	The Outsider	0	1939	\N	90	Drama,Romance
tt0032885	movie	Pals of the Silver Sage	Pals of the Silver Sage	0	1940	\N	52	Western
tt0032886	short	Pantry Pirate	Pantry Pirate	0	1940	\N	7	Animation,Comedy,Family
tt0032887	short	Papa Gets the Bird	Papa Gets the Bird	0	1940	\N	8	Animation,Comedy,Family
tt0032888	movie	Four Flights to Love	Paradis perdu	0	1939	\N	103	Drama,Romance,War
tt0032889	short	Pardon My Berth Marks	Pardon My Berth Marks	0	1940	\N	20	Comedy,Short
tt0032890	movie	Parole Fixer	Parole Fixer	0	1940	\N	68	Action,Crime,Drama
tt0032891	movie	Pas på Svinget i Solby	Pas på Svinget i Solby	0	1940	\N	95	Comedy,Drama,Family
tt0032892	short	Yankee Doodle Goes to Town	Yankee Doodle Goes to Town	0	1939	\N	11	History,Short
tt0032893	movie	Passport to Alcatraz	Passport to Alcatraz	0	1940	\N	60	Action,Adventure
tt0032894	movie	Pastor Hall	Pastor Hall	0	1940	\N	95	Drama
tt0032895	short	Patient Porky	Patient Porky	0	1940	\N	6	Animation,Comedy,Family
tt0032896	movie	The Sinner	La peccatrice	0	1940	\N	88	Drama
tt0032897	short	Pedagogical Institution (College to You)	Pedagogical Institution (College to You)	0	1940	\N	6	Animation,Short
tt0032898	short	El perro de carreras	El perro de carreras	0	1940	\N	10	Animation,Short
tt0032899	movie	Peter, Paul und Nanette	Peter, Paul und Nanette	0	1935	\N	\N	\N
tt0032900	short	Peñíscola, baluarte del Papa Luna	Peñíscola, baluarte del Papa Luna	0	1940	\N	11	Documentary,Short
tt0032901	movie	Phantom Raiders	Phantom Raiders	0	1940	\N	70	Comedy,Crime,Drama
tt0032902	movie	Phantom Rancher	Phantom Rancher	0	1940	\N	61	Western
tt0032903	movie	Phantom of Chinatown	Phantom of Chinatown	0	1940	\N	62	Mystery
tt0032904	movie	The Philadelphia Story	The Philadelphia Story	0	1940	\N	112	Comedy,Romance
tt0032905	movie	Piccolo alpino	Piccolo alpino	0	1940	\N	96	Drama,War
tt0032906	movie	Il piccolo re	Il piccolo re	0	1939	\N	70	Drama
tt0032907	short	Pico	Pico	0	1940	\N	\N	Short
tt0032908	movie	Pier 13	Pier 13	0	1940	\N	64	Crime,Mystery
tt0032909	short	Pilgrim Porky	Pilgrim Porky	0	1940	\N	7	Animation,Comedy,Family
tt0032910	movie	Pinocchio	Pinocchio	0	1940	\N	88	Adventure,Animation,Comedy
tt0032911	movie	Pinto Canyon	Pinto Canyon	0	1940	\N	55	Action,Romance,Western
tt0032912	movie	Pioneer Days	Pioneer Days	0	1940	\N	54	Western
tt0032913	movie	Pioneers of the Frontier	Pioneers of the Frontier	0	1940	\N	58	Western
tt0032914	movie	Pioneers of the West	Pioneers of the West	0	1940	\N	56	Western
tt0032915	movie	The Pirate's Dream	Il pirata sono io!	0	1940	\N	75	Comedy
tt0032916	movie	Play Girl	Play Girl	0	1941	\N	75	Comedy,Romance
tt0032917	short	A Plumbing We Will Go	A Plumbing We Will Go	0	1940	\N	18	Comedy,Short
tt0032918	short	Pluto's Dream House	Pluto's Dream House	0	1940	\N	8	Animation,Family,Short
tt0032919	movie	Polterabend	Polterabend	0	1940	\N	\N	Comedy
tt0032920	movie	Il ponte dei sospiri	Il ponte dei sospiri	0	1940	\N	107	Drama
tt0032921	movie	Bridge of Glass	Il ponte di vetro	0	1940	\N	85	Drama
tt0032922	short	Pony Express Days	Pony Express Days	0	1940	\N	20	Short,Western
tt0032923	movie	Pony Post	Pony Post	0	1940	\N	59	Action,Music,Romance
tt0032924	short	Poopdeck Pappy	Poopdeck Pappy	0	1940	\N	6	Animation,Comedy,Family
tt0032925	movie	Pop Always Pays	Pop Always Pays	0	1940	\N	67	Comedy
tt0032926	short	Popeye Meets William Tell	Popeye Meets William Tell	0	1940	\N	6	Animation,Comedy,Family
tt0032927	short	Popeye Presents Eugene, the Jeep	Popeye Presents Eugene, the Jeep	0	1940	\N	6	Animation,Comedy,Family
tt0032928	short	Popular Science	Popular Science	0	1940	\N	11	Documentary,Short
tt0032929	short	Popular Science	Popular Science	0	1940	\N	11	Documentary,Short
tt0032930	short	Porky's Baseball Broadcast	Porky's Baseball Broadcast	0	1940	\N	7	Animation,Comedy,Family
tt0032931	short	Porky's Hired Hand	Porky's Hired Hand	0	1940	\N	7	Animation,Comedy,Family
tt0032932	short	Porky's Last Stand	Porky's Last Stand	0	1940	\N	6	Animation,Comedy,Family
tt0032933	short	Porky's Poor Fish	Porky's Poor Fish	0	1940	\N	7	Animation,Comedy,Family
tt0032934	short	Portugal, Oito Séculos de História	Portugal, Oito Séculos de História	0	1940	\N	12	Documentary,Short
tt0032935	movie	The Stationmaster	Der Postmeister	0	1940	\N	92	Drama
tt0032936	short	Pound Foolish	Pound Foolish	0	1940	\N	20	Crime,Drama,Short
tt0032937	short	Power and the Land	Power and the Land	0	1940	\N	38	Documentary,Short
tt0032938	movie	Il pozzo dei miracoli	Il pozzo dei miracoli	0	1941	\N	83	\N
tt0032939	movie	Prairie Law	Prairie Law	0	1940	\N	59	Western
tt0032940	movie	Prairie Schooners	Prairie Schooners	0	1940	\N	58	Western
tt0032941	short	Prehistoric Porky	Prehistoric Porky	0	1940	\N	7	Animation,Comedy,Family
tt0032942	movie	Prem Nagar	Prem Nagar	0	1940	\N	\N	Romance
tt0032943	movie	Pride and Prejudice	Pride and Prejudice	0	1940	\N	118	Drama,Romance
tt0032944	movie	Il prigioniero di Santa Cruz	Il prigioniero di Santa Cruz	0	1941	\N	68	Drama
tt0032945	movie	La prima donna che passa	La prima donna che passa	0	1940	\N	82	\N
tt0032946	movie	Primrose Path	Primrose Path	0	1940	\N	93	Drama,Romance
tt0032947	movie	Private Affairs	Private Affairs	0	1940	\N	74	Comedy,Romance
tt0032948	movie	Trial and Death of Socrates	Processo e morte di Socrate	0	1939	\N	103	Drama
tt0032949	movie	Public Deb No. 1	Public Deb No. 1	0	1940	\N	79	Comedy
tt0032950	short	Puedes irte de mí	Puedes irte de mí	0	1940	\N	10	Short
tt0032951	movie	Punar Milan	Punar Milan	0	1940	\N	\N	Drama,Romance
tt0032952	movie	Pureza	Pureza	0	1940	\N	145	Drama
tt0032953	short	Puss Gets the Boot	Puss Gets the Boot	0	1940	\N	9	Animation,Comedy,Family
tt0032954	short	Put-Put Troubles	Put-Put Troubles	0	1940	\N	7	Animation,Comedy,Family
tt0032955	short	Puttin on the Act	Puttin on the Act	0	1940	\N	6	Animation,Comedy,Family
tt0032956	movie	Pão Nosso	Pão Nosso	0	1940	\N	94	Drama,Musical
tt0032957	movie	The Quarterback	The Quarterback	0	1940	\N	74	Comedy
tt0032958	movie	Queen of the Mob	Queen of the Mob	0	1940	\N	61	Crime,Drama
tt0032959	movie	Queen of the Yukon	Queen of the Yukon	0	1940	\N	73	Adventure,Western
tt0032960	short	Quicker'n a Wink	Quicker'n a Wink	0	1940	\N	10	Comedy,Documentary,Short
tt0032961	movie	Quiet Wedding	Quiet Wedding	0	1941	\N	80	Adventure,Comedy,Romance
tt0032963	movie	Raffles	Raffles	0	1939	\N	72	Adventure,Comedy,Crime
tt0032964	movie	Ragazza che dorme	Ragazza che dorme	0	1941	\N	100	Drama
tt0032965	movie	Ragtime Cowboy Joe	Ragtime Cowboy Joe	0	1940	\N	68	Western
tt0032966	movie	Rainbow Over the Range	Rainbow Over the Range	0	1940	\N	60	Western
tt0032967	short	A Rainy Day with the Bear Family	A Rainy Day with the Bear Family	0	1940	\N	7	Animation,Comedy,Family
tt0032968	movie	The Ramparts We Watch	The Ramparts We Watch	0	1940	\N	99	Drama
tt0032969	movie	Rancho Alegre	Rancho Alegre	0	1941	\N	\N	Comedy,Musical
tt0032970	movie	Rancho Grande	Rancho Grande	0	1940	\N	68	Action,Music,Romance
tt0032971	movie	The Range Busters	The Range Busters	0	1940	\N	56	Action,Drama,Mystery
tt0032972	movie	The Ranger and the Lady	The Ranger and the Lady	0	1940	\N	59	Western
tt0032973	movie	Rangers of Fortune	Rangers of Fortune	0	1940	\N	80	Western
tt0032974	movie	Il re d'Inghilterra non paga	Il re d'Inghilterra non paga	0	1941	\N	90	\N
tt0032975	movie	Il re del circo	Il re del circo	0	1941	\N	92	\N
tt0032976	movie	Rebecca	Rebecca	0	1940	\N	130	Drama,Film-Noir,Mystery
tt0032977	short	Reflejos de Manises	Reflejos de Manises	0	1940	\N	13	Documentary,Short
tt0032978	movie	La Reggia sul fiume	La Reggia sul fiume	0	1940	\N	82	\N
tt0032979	movie	La reina del río	La reina del río	0	1939	\N	90	Drama
tt0032980	movie	Remedy for Riches	Remedy for Riches	0	1940	\N	60	Comedy
tt0032981	movie	Remember the Night	Remember the Night	0	1940	\N	94	Comedy,Drama,Romance
tt0032982	movie	Der rettende Engel	Der rettende Engel	0	1940	\N	80	\N
tt0032983	movie	The Return of Frank James	The Return of Frank James	0	1940	\N	92	Western
tt0032984	movie	The Return of Wild Bill	The Return of Wild Bill	0	1940	\N	60	Western
tt0032985	movie	Rhythm of the Rio Grande	Rhythm of the Rio Grande	0	1940	\N	53	Western
tt0032986	movie	Rhythm on the River	Rhythm on the River	0	1940	\N	92	Comedy,Musical
tt0032987	movie	Ride, Tenderfoot, Ride	Ride, Tenderfoot, Ride	0	1940	\N	65	Western
tt0032988	movie	Riders from Nowhere	Riders from Nowhere	0	1940	\N	47	Western
tt0032989	movie	Riders of Black Mountain	Riders of Black Mountain	0	1940	\N	57	Western
tt0032990	movie	Riders of Pasco Basin	Riders of Pasco Basin	0	1940	\N	56	Western
tt0032991	movie	Ridi pagliaccio	Ridi pagliaccio	0	1941	\N	90	Drama
tt0032992	short	The Riveter	The Riveter	0	1940	\N	8	Animation,Comedy,Family
tt0032993	movie	Road to Singapore	Road to Singapore	0	1940	\N	85	Comedy,Musical,Romance
tt0032994	movie	Ein Robinson	Ein Robinson	0	1940	\N	81	Adventure,Drama
tt0032995	short	Rockin' Thru the Rockies	Rockin' Thru the Rockies	0	1940	\N	17	Comedy,Short,Western
tt0032996	movie	Rocky Mountain Rangers	Rocky Mountain Rangers	0	1940	\N	58	Action,Adventure,Western
tt0032997	movie	Rollin' Home to Texas	Rollin' Home to Texas	0	1940	\N	63	Western
tt0032998	movie	Romans	Romans	0	1940	\N	86	Drama
tt0032999	movie	A Romantic Adventure	Una romantica avventura	0	1940	\N	82	Drama,Romance
tt0033000	short	Romeo in Rhythm	Romeo in Rhythm	0	1940	\N	8	Animation,Family,Romance
tt0033001	movie	Room for Two	Room for Two	0	1940	\N	77	\N
tt0033002	movie	Rosen in Tirol	Rosen in Tirol	0	1940	\N	100	Comedy,History
tt0033003	movie	Runon kuningas ja muuttolintu	Runon kuningas ja muuttolintu	0	1940	\N	115	Drama
tt0033004	movie	Rápteme usted	Rápteme usted	0	1941	\N	96	Comedy,Musical
tt0033006	movie	Rózsafabot	Rózsafabot	0	1940	\N	86	Drama,Romance
tt0033007	movie	SF-paraati	SF-paraati	0	1940	\N	86	Comedy,Musical
tt0033008	short	SOS Doctor Marabú	SOS Doctor Marabú	0	1940	\N	10	Animation,Short
tt0033009	movie	Safari	Safari	0	1940	\N	80	Adventure,Drama,Romance
tt0033010	movie	The Sagebrush Family Trails West	The Sagebrush Family Trails West	0	1940	\N	59	Action,Comedy,Western
tt0033011	movie	Sailor's Lady	Sailor's Lady	0	1940	\N	67	Comedy
tt0033012	movie	Sailors Don't Care	Sailors Don't Care	0	1940	\N	79	Comedy
tt0033013	movie	The Saint Takes Over	The Saint Takes Over	0	1940	\N	69	Crime,Mystery
tt0033014	movie	The Saint's Double Trouble	The Saint's Double Trouble	0	1940	\N	67	Action,Crime,Drama
tt0033015	movie	Salomé	Salomé	0	1940	\N	69	\N
tt0033016	movie	Saloon Bar	Saloon Bar	0	1940	\N	76	Thriller
tt0033017	movie	San Giovanni decollato	San Giovanni decollato	0	1940	\N	89	Comedy
tt0033018	movie	Sandy Gets Her Man	Sandy Gets Her Man	0	1940	\N	74	Comedy
tt0033019	movie	Sandy Is a Lady	Sandy Is a Lady	0	1940	\N	65	Comedy
tt0033020	movie	Santa Fe Marshal	Santa Fe Marshal	0	1940	\N	68	Action,Western
tt0033021	movie	Santa Fe Trail	Santa Fe Trail	0	1940	\N	110	War,Western
tt0033022	movie	Saps at Sea	Saps at Sea	0	1940	\N	56	Comedy
tt0033023	movie	Sarajevo	Sarajevo	0	1940	\N	92	Drama,History
tt0033024	movie	Saturday's Children	Saturday's Children	0	1940	\N	102	Drama,Romance
tt0033025	movie	Scandal Sheet	Scandal Sheet	0	1939	\N	66	Crime,Drama
tt0033026	movie	Scarpe grosse	Scarpe grosse	0	1940	\N	83	\N
tt0033027	movie	Scatterbrain	Scatterbrain	0	1940	\N	73	Comedy
tt0033028	movie	The Sea Hawk	The Sea Hawk	0	1940	\N	127	Action,Adventure,History
tt0033029	movie	Second Chorus	Second Chorus	0	1940	\N	84	Comedy,Musical,Romance
tt0033030	movie	The Second Mr. Bush	The Second Mr. Bush	0	1940	\N	56	Comedy
tt0033031	movie	The Secret Four	The Four Just Men	0	1939	\N	85	Drama,Mystery,Thriller
tt0033032	movie	The Secret Seven	The Secret Seven	0	1940	\N	62	Action,Crime,Drama
tt0033033	movie	Secrets of a Model	Secrets of a Model	0	1940	\N	65	Crime,Drama
tt0033034	movie	Il segreto di Villa Paradiso	Il segreto di Villa Paradiso	0	1940	\N	76	\N
tt0033035	movie	Semmelweis	Semmelweis	0	1940	\N	85	Biography,Drama
tt0033036	movie	Senza cielo	Senza cielo	0	1940	\N	88	\N
tt0033037	short	Service with the Colors	Service with the Colors	0	1940	\N	21	Drama,Short
tt0033038	movie	Seven Sinners	Seven Sinners	0	1940	\N	87	Comedy,Drama,Romance
tt0033039	movie	Seventeen	Seventeen	0	1940	\N	78	Comedy,Drama
tt0033040	movie	The Shadow	The Shadow	0	1940	\N	285	Action,Adventure,Crime
tt0033041	short	Shakespearian Spinach	Shakespearian Spinach	0	1940	\N	6	Animation,Comedy,Family
tt0033042	movie	Shestdesyat dney	Shestdesyat dney	0	1943	\N	75	Comedy
tt0033043	movie	Shipyard Sally	Shipyard Sally	0	1939	\N	77	Comedy,Musical
tt0033044	movie	Shooting High	Shooting High	0	1940	\N	65	Action,Music,Western
tt0033045	movie	The Shop Around the Corner	The Shop Around the Corner	0	1940	\N	99	Comedy,Drama,Romance
tt0033046	short	Shop Look & Listen	Shop Look & Listen	0	1940	\N	8	Animation,Comedy,Family
tt0033047	movie	The Showdown	The Showdown	0	1940	\N	65	Western
tt0033048	movie	Sibiryaki	Sibiryaki	0	1940	\N	81	Adventure,Drama
tt0033049	movie	Seven Years Hard Luck	Sieben Jahre Pech	0	1940	\N	90	Comedy,Romance
tt0033050	short	Siege	Siege	0	1940	\N	10	Documentary,History,Short
tt0033051	movie	Il signore a doppio petto	Il signore a doppio petto	0	1941	\N	66	Comedy
tt0033052	movie	Il signore della taverna	Il signore della taverna	0	1940	\N	73	\N
tt0033053	movie	The Life of Simon Bolivar	Simón Bolívar	0	1942	\N	\N	Adventure,Biography,Drama
tt0033054	movie	Sing, Dance, Plenty Hot	Sing, Dance, Plenty Hot	0	1940	\N	70	Comedy,Musical,Romance
tt0033055	movie	A Sailor on Horseback	En sjöman till häst	0	1940	\N	105	Comedy
tt0033056	movie	Ski Patrol	Ski Patrol	0	1940	\N	64	Adventure,Drama,War
tt0033057	short	Skinnay Ennis and His Orchestra	Skinnay Ennis and His Orchestra	0	1941	\N	9	Music,Short
tt0033058	movie	Sky Bandits	Sky Bandits	0	1940	\N	62	Action,Comedy,Music
tt0033059	movie	Sky Murder	Sky Murder	0	1940	\N	72	Comedy,Drama,Mystery
tt0033060	movie	Sky Patrol	Sky Patrol	0	1939	\N	61	Action,Adventure,Drama
tt0033061	short	Slap Happy Pappy	Slap Happy Pappy	0	1940	\N	7	Animation,Comedy,Family
tt0033062	movie	Slightly Honorable	Slightly Honorable	0	1939	\N	85	Comedy,Crime,Drama
tt0033063	movie	Slightly Tempted	Slightly Tempted	0	1940	\N	65	Comedy
tt0033064	short	Sneak, Snoop and Snitch	Sneak, Snoop and Snitch	0	1940	\N	6	Animation,Short
tt0033065	short	Sniffles Takes a Trip	Sniffles Takes a Trip	0	1940	\N	8	Animation,Comedy,Family
tt0033066	short	Snubbed by a Snob	Snubbed by a Snob	0	1940	\N	6	Animation,Comedy,Family
tt0033067	movie	Snurriga familjen	Snurriga familjen	0	1940	\N	106	Comedy
tt0033068	movie	So This Is London	So This Is London	0	1939	\N	70	Comedy
tt0033069	movie	So You Won't Talk	So You Won't Talk	0	1940	\N	69	Comedy,Crime
tt0033070	short	Soak the Old	Soak the Old	0	1940	\N	20	Crime,Drama,Short
tt0033071	short	Social Sea Lions	Social Sea Lions	0	1940	\N	9	Comedy,Short
tt0033072	movie	The Dream of Everything	Il sogno di tutti	0	1940	\N	85	\N
tt0033073	movie	Sok hühó Emmiért	Sok hühó Emmiért	0	1940	\N	84	Comedy
tt0033074	movie	Somewhere in England	Somewhere in England	0	1940	\N	79	Comedy
tt0033075	movie	Son of Ingagi	Son of Ingagi	0	1940	\N	70	Horror
tt0033076	movie	The Son of Monte Cristo	The Son of Monte Cristo	0	1940	\N	102	Drama
tt0033077	movie	Son of Roaring Dan	Son of Roaring Dan	0	1940	\N	63	Western
tt0033078	movie	Son of the Navy	Son of the Navy	0	1940	\N	72	Comedy,Drama
tt0033079	movie	Kunya no uta	Kunya no uta	0	1940	\N	57	\N
tt0033080	movie	Le sorprese del vagone letto	Le sorprese del vagone letto	0	1940	\N	77	\N
tt0033081	short	The Sour Puss	The Sour Puss	0	1940	\N	7	Animation,Comedy,Family
tt0033082	movie	South of Pago Pago	South of Pago Pago	0	1940	\N	98	Action,Adventure,Crime
tt0033083	movie	South of Suez	South of Suez	0	1940	\N	86	Drama,Mystery
tt0033084	short	South of the Boudoir	South of the Boudoir	0	1940	\N	19	Comedy,Short
tt0033085	movie	South to Karanga	South to Karanga	0	1940	\N	59	Action,Drama
tt0033086	movie	Spare a Copper	Spare a Copper	0	1940	\N	77	Comedy,Musical
tt0033087	movie	Speed Limited	Speed Limited	0	1935	\N	52	Action,Crime,Drama
tt0033088	movie	The Spell of Amy Nugent	Spellbound	0	1941	\N	82	Drama,Horror
tt0033089	movie	The Spider	The Spider	0	1940	\N	81	Crime,Drama
tt0033090	movie	Spies of the Air	Spies of the Air	0	1939	\N	62	Adventure
tt0033091	short	The Spook Speaks	The Spook Speaks	0	1940	\N	18	Comedy,Short
tt0033092	movie	Sporting Blood	Sporting Blood	0	1940	\N	82	Drama
tt0033093	short	Spots Before Your Eyes	Spots Before Your Eyes	0	1940	\N	9	Short
tt0033094	movie	Three Wise Brides	Spring Meeting	0	1941	\N	93	Comedy,Romance
tt0033095	movie	Spring Parade	Spring Parade	0	1940	\N	89	Comedy,Musical
tt0033096	short	Springtime in the Rock Age	Springtime in the Rock Age	0	1940	\N	6	Animation,Short
tt0033097	short	Stage Fright	Stage Fright	0	1940	\N	7	Animation,Comedy,Family
tt0033098	movie	Stage to Chino	Stage to Chino	0	1940	\N	59	Western
tt0033099	movie	Stagecoach War	Stagecoach War	0	1940	\N	63	Action,Music,Western
tt0033100	movie	Star Dust	Star Dust	0	1940	\N	90	Comedy,Drama
tt0033101	short	Stealin Aint Honest	Stealin Aint Honest	0	1940	\N	7	Animation,Comedy,Family
tt0033102	movie	Stern von Rio	Stern von Rio	0	1940	\N	95	Comedy
tt0033103	movie	Stora famnen	Stora famnen	0	1940	\N	95	Comedy
tt0033104	movie	Straight Shooter	Straight Shooter	0	1939	\N	54	Western
tt0033105	movie	Strange Cargo	Strange Cargo	0	1940	\N	113	Adventure,Drama,Romance
tt0033106	movie	The Stranger from Texas	The Stranger from Texas	0	1939	\N	54	Western
tt0033107	movie	Stranger on the Third Floor	Stranger on the Third Floor	0	1940	\N	64	Crime,Drama,Film-Noir
tt0033108	movie	The Strangler	East of Piccadilly	0	1941	\N	75	Mystery
tt0033109	movie	Street of Memories	Street of Memories	0	1940	\N	71	Drama
tt0033110	movie	Strike Up the Band	Strike Up the Band	0	1940	\N	120	Comedy,Musical,Romance
tt0033111	movie	Stål	Stål	0	1940	\N	90	Drama
tt0033112	movie	Su mayor aventura	Su mayor aventura	0	1940	\N	\N	\N
tt0033113	movie	Sued for Libel	Sued for Libel	0	1939	\N	66	Comedy,Crime,Film-Noir
tt0033114	short	Suite granadina	Suite granadina	0	1940	\N	11	Documentary,Musical,Short
tt0033115	movie	Sunday Sinners	Sunday Sinners	0	1940	\N	65	Comedy,Drama,Musical
tt0033116	movie	Suotorpan tyttö	Suotorpan tyttö	0	1940	\N	65	Drama,Romance
tt0033117	movie	Susan and God	Susan and God	0	1940	\N	117	Comedy,Drama
tt0033118	movie	General Suvorov	Suvorov	0	1941	\N	104	Biography,Documentary,Drama
tt0033119	movie	Tanya	Svetlyy put	0	1940	\N	87	Comedy,Musical
tt0033120	short	Swanee Showboat	Swanee Showboat	0	1940	\N	\N	Comedy,Musical,Short
tt0033121	short	Swing Social	Swing Social	0	1940	\N	8	Animation,Comedy,Musical
tt0033122	movie	"Swing it" magistern	"Swing it" magistern	0	1940	\N	92	Comedy,Music
tt0033123	short	Swinging the Lambeth Walk	Swinging the Lambeth Walk	0	1940	\N	4	Animation,Short
tt0033124	movie	Swiss Family Robinson	Swiss Family Robinson	0	1940	\N	93	Adventure,Family
tt0033125	movie	A szerelem nem szégyen	A szerelem nem szégyen	0	1940	\N	87	Comedy,Romance
tt0033126	movie	Sárga rózsa	Sárga rózsa	0	1941	\N	75	Drama
tt0033127	movie	Sérénade	Sérénade	0	1940	\N	90	Drama
tt0033128	movie	Der Sündenbock	Der Sündenbock	0	1940	\N	88	Drama
tt0033129	movie	Das sündige Dorf	Das sündige Dorf	0	1940	\N	91	Comedy
tt0033130	short	Tennessee Valley Authority	TVA	0	1940	\N	20	Documentary,Short
tt0033131	movie	Travelling Actors	Tabi yakusha	0	1940	\N	70	Comedy
tt0033132	movie	Take Me Back to Oklahoma	Take Me Back to Oklahoma	0	1940	\N	57	Western
tt0033133	short	The Taming of the Snood	The Taming of the Snood	0	1940	\N	20	Comedy,Short
tt0033134	movie	Tante Pose	Tante Pose	0	1940	\N	92	Comedy,Family
tt0033135	short	Tarantella	Tarantella	0	1940	\N	4	Animation,Short
tt0033136	movie	Taverna rossa	Taverna rossa	0	1940	\N	80	\N
tt0033137	movie	Tear Gas Squad	Tear Gas Squad	0	1940	\N	55	Drama,Music
tt0033138	short	Teddy the Rough Rider	Teddy the Rough Rider	0	1940	\N	19	Biography,Drama,Family
tt0033139	movie	Terry and the Pirates	Terry and the Pirates	0	1940	\N	300	Action,Adventure,Drama
tt0033140	movie	Texas Rangers Ride Again	Texas Rangers Ride Again	0	1940	\N	68	Western
tt0033141	movie	Texas Renegades	Texas Renegades	0	1940	\N	59	Western
tt0033142	movie	Texas Stagecoach	Texas Stagecoach	0	1940	\N	60	Music,Romance,Western
tt0033143	movie	Texas Terrors	Texas Terrors	0	1940	\N	57	Western
tt0033144	movie	That Gang of Mine	That Gang of Mine	0	1940	\N	62	Comedy,Drama,Sport
tt0033145	movie	The Golden Fleecing	The Golden Fleecing	0	1940	\N	68	Comedy,Crime
tt0033146	short	That Inferior Feeling	That Inferior Feeling	0	1940	\N	9	Comedy,Short
tt0033147	movie	That's the Ticket	That's the Ticket	0	1940	\N	63	Comedy
tt0033148	movie	They Came by Night	They Came by Night	0	1940	\N	72	Crime,Drama
tt0033149	movie	They Drive by Night	They Drive by Night	0	1940	\N	95	Crime,Drama,Film-Noir
tt0033150	movie	They Knew What They Wanted	They Knew What They Wanted	0	1940	\N	96	Drama,Romance
tt0033151	movie	They Met on Skis	Le grand élan	0	1939	\N	84	Comedy,Romance
tt0033152	movie	The Thief of Bagdad	The Thief of Bagdad	0	1940	\N	106	Adventure,Family,Fantasy
tt0033153	movie	Third Finger, Left Hand	Third Finger, Left Hand	0	1940	\N	96	Comedy
tt0033154	movie	This Thing Called Love	This Thing Called Love	0	1940	\N	98	Comedy
tt0033155	movie	Those Were the Days!	Those Were the Days!	0	1940	\N	74	Comedy,Romance
tt0033156	movie	Thou Shalt Not Kill	Thou Shalt Not Kill	0	1939	\N	67	Crime,Drama,Romance
tt0033157	movie	3 Cheers for the Irish	3 Cheers for the Irish	0	1940	\N	99	Comedy,Romance
