p_brand|p_type|p_size|supplier_cnt
Brand#41|ECONOMY POLISHED NICKEL|3|364
Brand#41|ECONOMY POLISHED NICKEL|14|364
Brand#41|ECONOMY POLISHED STEEL|9|364
Brand#41|LARGE POLISHED BRASS|49|364
Brand#41|MEDIUM PLATED NICKEL|23|364
Brand#41|PROMO ANODIZED COPPER|23|364
Brand#41|PROMO BURNISHED STEEL|36|364
Brand#41|PROMO PLATED TIN|19|364
Brand#41|SMALL ANODIZED STEEL|36|364
Brand#41|SMALL BRUSHED TIN|9|364
Brand#41|STANDARD BRUSHED COPPER|36|364
Brand#42|ECONOMY ANODIZED NICKEL|14|364
Brand#42|ECONOMY BURNISHED COPPER|9|364
Brand#42|LARGE ANODIZED BRASS|36|364
Brand#42|PROMO ANODIZED TIN|14|364
Brand#42|SMALL ANODIZED NICKEL|9|364
Brand#42|SMALL BRUSHED NICKEL|49|364
Brand#42|STANDARD BURNISHED STEEL|14|364
Brand#43|ECONOMY BRUSHED TIN|49|364
Brand#43|ECONOMY POLISHED COPPER|3|364
Brand#43|LARGE BURNISHED BRASS|9|364
Brand#43|LARGE BURNISHED TIN|23|364
Brand#43|LARGE POLISHED NICKEL|23|364
Brand#43|MEDIUM BRUSHED TIN|23|364
Brand#43|STANDARD BRUSHED NICKEL|9|364
Brand#43|STANDARD BRUSHED NICKEL|36|364
Brand#44|LARGE ANODIZED NICKEL|19|364
Brand#44|LARGE PLATED TIN|23|364
Brand#44|STANDARD ANODIZED COPPER|45|364
Brand#51|ECONOMY BURNISHED STEEL|14|364
Brand#51|LARGE ANODIZED COPPER|23|364
Brand#51|LARGE ANODIZED TIN|14|364
Brand#51|LARGE BRUSHED COPPER|3|364
Brand#51|MEDIUM ANODIZED BRASS|45|364
Brand#51|PROMO ANODIZED STEEL|23|364
Brand#51|SMALL ANODIZED TIN|9|364
Brand#51|STANDARD BRUSHED NICKEL|49|364
Brand#51|STANDARD PLATED COPPER|9|364
Brand#51|STANDARD POLISHED STEEL|49|364
Brand#52|ECONOMY ANODIZED COPPER|19|364
Brand#52|ECONOMY BRUSHED STEEL|36|364
Brand#52|ECONOMY BRUSHED TIN|9|364
Brand#52|LARGE BRUSHED COPPER|23|364
Brand#52|MEDIUM BRUSHED STEEL|36|364
Brand#52|SMALL BRUSHED STEEL|14|364
Brand#53|LARGE BURNISHED TIN|14|364
Brand#53|LARGE POLISHED COPPER|14|364
Brand#53|MEDIUM ANODIZED COPPER|9|364
Brand#53|MEDIUM BRUSHED NICKEL|9|364
Brand#53|PROMO BURNISHED COPPER|49|364
Brand#53|SMALL BRUSHED BRASS|23|364
Brand#53|STANDARD BURNISHED NICKEL|14|364
Brand#53|STANDARD POLISHED STEEL|19|364
Brand#54|ECONOMY BRUSHED BRASS|3|364
Brand#54|LARGE ANODIZED STEEL|49|364
Brand#54|LARGE BURNISHED COPPER|23|364
Brand#54|PROMO ANODIZED STEEL|45|364
Brand#54|PROMO BURNISHED COPPER|14|364
Brand#54|SMALL ANODIZED TIN|49|364
Brand#54|SMALL BURNISHED BRASS|49|364
Brand#54|SMALL BURNISHED TIN|14|364
Brand#54|SMALL PLATED NICKEL|23|364
Brand#54|STANDARD ANODIZED BRASS|19|364
Brand#54|STANDARD BRUSHED COPPER|9|364
Brand#54|STANDARD BRUSHED TIN|3|364
Brand#55|LARGE BRUSHED COPPER|3|364
Brand#55|LARGE BURNISHED COPPER|9|364
Brand#55|LARGE BURNISHED TIN|9|364
Brand#55|PROMO BRUSHED STEEL|14|364
Brand#55|PROMO BURNISHED BRASS|23|364
Brand#55|PROMO PLATED NICKEL|45|364
Brand#55|SMALL ANODIZED BRASS|45|364
Brand#55|STANDARD ANODIZED STEEL|19|364
Brand#55|STANDARD BRUSHED COPPER|45|364
Brand#55|STANDARD POLISHED STEEL|23|364
Brand#11|LARGE POLISHED STEEL|49|363
Brand#11|PROMO ANODIZED NICKEL|19|363
Brand#12|LARGE BURNISHED COPPER|49|363
Brand#13|ECONOMY BRUSHED COPPER|14|363
Brand#14|ECONOMY ANODIZED BRASS|45|363
Brand#14|LARGE BRUSHED TIN|3|363
Brand#14|MEDIUM ANODIZED TIN|9|363
Brand#14|STANDARD PLATED COPPER|23|363
Brand#14|STANDARD POLISHED BRASS|23|363
Brand#15|LARGE BURNISHED NICKEL|45|363
Brand#15|MEDIUM PLATED TIN|19|363
Brand#15|STANDARD POLISHED NICKEL|3|363
Brand#21|ECONOMY PLATED TIN|49|363
Brand#21|LARGE BRUSHED COPPER|14|363
Brand#22|LARGE BURNISHED BRASS|3|363
Brand#22|LARGE PLATED TIN|3|363
Brand#22|SMALL ANODIZED BRASS|9|363
Brand#22|SMALL PLATED NICKEL|45|363
Brand#23|MEDIUM BRUSHED STEEL|36|363
Brand#23|PROMO BRUSHED TIN|14|363
Brand#24|MEDIUM ANODIZED COPPER|36|363
Brand#24|MEDIUM BURNISHED BRASS|9|363
Brand#25|ECONOMY BURNISHED TIN|19|363
Brand#31|LARGE BURNISHED NICKEL|3|363
Brand#31|SMALL ANODIZED BRASS|19|363
Brand#31|SMALL BRUSHED STEEL|36|363
Brand#31|STANDARD PLATED COPPER|49|363
Brand#32|STANDARD BURNISHED NICKEL|36|363
Brand#33|ECONOMY PLATED NICKEL|45|363
Brand#33|MEDIUM BRUSHED STEEL|49|363
Brand#33|SMALL POLISHED COPPER|45|363
Brand#33|STANDARD PLATED STEEL|9|363
Brand#34|ECONOMY BRUSHED STEEL|36|363
Brand#34|MEDIUM ANODIZED BRASS|49|363
Brand#34|PROMO BURNISHED COPPER|14|363
Brand#34|PROMO BURNISHED TIN|36|363
Brand#35|ECONOMY BURNISHED TIN|23|363
Brand#35|LARGE POLISHED NICKEL|9|363
Brand#35|STANDARD BURNISHED BRASS|3|363
Brand#41|ECONOMY POLISHED COPPER|3|363
Brand#41|MEDIUM ANODIZED STEEL|45|363
Brand#41|STANDARD BRUSHED BRASS|14|363
Brand#41|STANDARD POLISHED STEEL|19|363
Brand#42|ECONOMY BURNISHED BRASS|23|363
Brand#42|LARGE BURNISHED COPPER|45|363
Brand#43|ECONOMY BRUSHED TIN|19|363
Brand#44|ECONOMY BRUSHED NICKEL|36|363
Brand#44|MEDIUM ANODIZED COPPER|36|363
Brand#44|MEDIUM BRUSHED COPPER|9|363
Brand#44|MEDIUM PLATED BRASS|36|363
Brand#44|STANDARD ANODIZED BRASS|9|363
Brand#44|STANDARD ANODIZED STEEL|3|363
Brand#51|ECONOMY BURNISHED STEEL|19|363
Brand#51|SMALL BURNISHED NICKEL|36|363
Brand#51|SMALL BURNISHED TIN|3|363
Brand#52|ECONOMY BRUSHED NICKEL|19|363
Brand#53|LARGE PLATED TIN|19|363
Brand#53|MEDIUM ANODIZED NICKEL|23|363
Brand#53|MEDIUM PLATED NICKEL|3|363
Brand#53|PROMO BURNISHED COPPER|45|363
Brand#53|SMALL POLISHED COPPER|23|363
Brand#53|SMALL POLISHED TIN|9|363
Brand#54|MEDIUM PLATED NICKEL|9|363
Brand#54|SMALL BRUSHED COPPER|3|363
Brand#55|ECONOMY PLATED BRASS|3|363
Brand#55|MEDIUM BURNISHED TIN|3|363
Brand#55|PROMO POLISHED BRASS|19|363
Brand#55|STANDARD PLATED NICKEL|19|363
Brand#15|ECONOMY PLATED BRASS|23|362
Brand#21|STANDARD PLATED STEEL|23|362
Brand#32|LARGE POLISHED BRASS|45|362
Brand#33|LARGE POLISHED STEEL|36|362
Brand#35|SMALL ANODIZED STEEL|3|362
Brand#53|MEDIUM BRUSHED BRASS|19|362
Brand#53|STANDARD BRUSHED BRASS|9|362
Brand#55|SMALL BRUSHED COPPER|36|362
Brand#25|SMALL POLISHED BRASS|45|361
Brand#11|ECONOMY PLATED BRASS|3|360
Brand#11|LARGE BURNISHED COPPER|19|360
Brand#11|LARGE BURNISHED NICKEL|23|360
Brand#11|LARGE PLATED COPPER|45|360
Brand#11|MEDIUM ANODIZED TIN|49|360
Brand#11|MEDIUM BRUSHED COPPER|45|360
Brand#11|MEDIUM PLATED COPPER|45|360
Brand#11|MEDIUM PLATED TIN|45|360
Brand#11|SMALL ANODIZED STEEL|36|360
Brand#11|SMALL BRUSHED TIN|45|360
Brand#11|SMALL BURNISHED STEEL|3|360
Brand#11|SMALL POLISHED TIN|36|360
Brand#12|ECONOMY ANODIZED BRASS|9|360
Brand#12|ECONOMY BRUSHED TIN|36|360
Brand#12|ECONOMY BURNISHED BRASS|14|360
Brand#12|ECONOMY BURNISHED NICKEL|45|360
Brand#12|ECONOMY POLISHED COPPER|14|360
Brand#12|ECONOMY POLISHED STEEL|45|360
Brand#12|LARGE BRUSHED NICKEL|14|360
Brand#12|LARGE BURNISHED NICKEL|9|360
Brand#12|LARGE BURNISHED STEEL|49|360
Brand#12|MEDIUM BURNISHED BRASS|49|360
Brand#12|PROMO ANODIZED BRASS|23|360
Brand#12|PROMO BRUSHED BRASS|23|360
Brand#12|PROMO BRUSHED NICKEL|9|360
Brand#12|PROMO BRUSHED STEEL|3|360
Brand#12|PROMO BURNISHED TIN|36|360
Brand#12|PROMO PLATED NICKEL|3|360
Brand#12|SMALL ANODIZED TIN|9|360
Brand#12|SMALL PLATED COPPER|19|360
Brand#12|STANDARD PLATED COPPER|45|360
Brand#13|PROMO BRUSHED COPPER|45|360
Brand#13|SMALL ANODIZED BRASS|45|360
Brand#13|SMALL BRUSHED STEEL|45|360
Brand#13|SMALL BURNISHED NICKEL|19|360
Brand#13|STANDARD BRUSHED COPPER|36|360
Brand#14|ECONOMY ANODIZED TIN|23|360
Brand#14|ECONOMY BRUSHED NICKEL|45|360
Brand#14|LARGE BRUSHED TIN|9|360
Brand#14|MEDIUM ANODIZED TIN|19|360
Brand#14|MEDIUM BRUSHED TIN|45|360
Brand#14|PROMO ANODIZED STEEL|23|360
Brand#14|PROMO ANODIZED TIN|19|360
Brand#14|PROMO BURNISHED STEEL|9|360
Brand#14|STANDARD ANODIZED COPPER|3|360
Brand#15|ECONOMY POLISHED COPPER|14|360
Brand#15|LARGE PLATED STEEL|36|360
Brand#15|MEDIUM BURNISHED TIN|3|360
Brand#15|PROMO BRUSHED STEEL|14|360
Brand#15|STANDARD BRUSHED TIN|14|360
Brand#21|ECONOMY POLISHED COPPER|14|360
Brand#21|LARGE POLISHED BRASS|14|360
Brand#21|PROMO BURNISHED BRASS|49|360
Brand#21|SMALL BRUSHED NICKEL|19|360
Brand#21|STANDARD PLATED STEEL|14|360
Brand#22|ECONOMY ANODIZED STEEL|19|360
Brand#22|ECONOMY BURNISHED BRASS|14|360
Brand#22|ECONOMY PLATED NICKEL|36|360
Brand#22|LARGE BURNISHED STEEL|3|360
Brand#22|PROMO PLATED STEEL|9|360
Brand#22|SMALL ANODIZED COPPER|19|360
Brand#22|STANDARD ANODIZED STEEL|23|360
Brand#22|STANDARD PLATED NICKEL|36|360
Brand#23|ECONOMY BURNISHED STEEL|9|360
Brand#23|ECONOMY PLATED COPPER|19|360
Brand#23|MEDIUM ANODIZED NICKEL|23|360
Brand#23|MEDIUM ANODIZED TIN|14|360
Brand#23|MEDIUM BRUSHED BRASS|14|360
Brand#23|PROMO ANODIZED TIN|9|360
Brand#23|PROMO ANODIZED TIN|45|360
Brand#23|SMALL POLISHED COPPER|3|360
Brand#23|STANDARD POLISHED NICKEL|36|360
Brand#23|STANDARD POLISHED STEEL|36|360
Brand#24|ECONOMY POLISHED STEEL|49|360
Brand#24|LARGE ANODIZED NICKEL|36|360
Brand#24|LARGE BRUSHED BRASS|45|360
Brand#24|LARGE PLATED NICKEL|14|360
Brand#24|LARGE POLISHED NICKEL|45|360
Brand#24|MEDIUM BURNISHED NICKEL|9|360
Brand#24|SMALL BURNISHED STEEL|45|360
Brand#24|SMALL POLISHED COPPER|14|360
Brand#24|STANDARD BURNISHED COPPER|23|360
Brand#24|STANDARD BURNISHED COPPER|49|360
Brand#24|STANDARD PLATED NICKEL|23|360
Brand#25|ECONOMY ANODIZED BRASS|9|360
Brand#25|ECONOMY BRUSHED BRASS|45|360
Brand#25|LARGE ANODIZED TIN|3|360
Brand#25|LARGE BURNISHED BRASS|49|360
Brand#25|LARGE BURNISHED STEEL|3|360
Brand#25|MEDIUM BRUSHED TIN|9|360
Brand#25|PROMO ANODIZED STEEL|23|360
Brand#25|PROMO BURNISHED NICKEL|45|360
Brand#25|PROMO POLISHED COPPER|23|360
Brand#25|PROMO POLISHED STEEL|36|360
Brand#25|SMALL ANODIZED STEEL|45|360
Brand#25|SMALL BRUSHED BRASS|19|360
Brand#25|SMALL BURNISHED BRASS|23|360
Brand#25|STANDARD BRUSHED COPPER|3|360
Brand#25|STANDARD PLATED STEEL|14|360
Brand#31|ECONOMY PLATED BRASS|45|360
Brand#31|ECONOMY PLATED TIN|49|360
Brand#31|LARGE BRUSHED NICKEL|19|360
Brand#31|LARGE BURNISHED NICKEL|36|360
Brand#31|LARGE PLATED STEEL|9|360
Brand#31|LARGE POLISHED NICKEL|45|360
Brand#31|MEDIUM BRUSHED TIN|19|360
Brand#31|PROMO PLATED COPPER|14|360
Brand#31|SMALL BRUSHED BRASS|45|360
Brand#31|SMALL BURNISHED BRASS|23|360
Brand#31|STANDARD ANODIZED STEEL|23|360
Brand#31|STANDARD BURNISHED COPPER|36|360
Brand#32|MEDIUM BURNISHED BRASS|45|360
Brand#32|PROMO BRUSHED COPPER|49|360
Brand#32|SMALL ANODIZED COPPER|36|360
Brand#32|SMALL BRUSHED BRASS|23|360
Brand#32|SMALL PLATED BRASS|49|360
Brand#32|STANDARD POLISHED COPPER|23|360
Brand#32|STANDARD POLISHED TIN|19|360
Brand#33|LARGE POLISHED BRASS|19|360
Brand#33|LARGE POLISHED TIN|14|360
Brand#33|MEDIUM BRUSHED BRASS|9|360
Brand#33|MEDIUM BURNISHED TIN|3|360
Brand#33|PROMO BURNISHED NICKEL|14|360
Brand#33|SMALL PLATED BRASS|9|360
Brand#33|STANDARD BRUSHED COPPER|23|360
Brand#33|STANDARD PLATED NICKEL|3|360
Brand#34|ECONOMY ANODIZED BRASS|3|360
Brand#34|ECONOMY BRUSHED NICKEL|19|360
Brand#34|ECONOMY POLISHED STEEL|19|360
Brand#34|LARGE BURNISHED COPPER|45|360
Brand#34|LARGE BURNISHED NICKEL|14|360
Brand#34|LARGE POLISHED BRASS|23|360
Brand#34|MEDIUM ANODIZED TIN|45|360
Brand#34|PROMO BRUSHED TIN|49|360
Brand#34|PROMO BURNISHED COPPER|36|360
Brand#34|PROMO BURNISHED NICKEL|9|360
Brand#34|PROMO PLATED COPPER|36|360
Brand#34|SMALL ANODIZED NICKEL|49|360
Brand#34|SMALL BRUSHED STEEL|9|360
Brand#34|SMALL PLATED NICKEL|49|360
Brand#34|STANDARD PLATED COPPER|49|360
Brand#35|ECONOMY ANODIZED STEEL|36|360
Brand#35|ECONOMY BRUSHED TIN|19|360
Brand#35|LARGE BURNISHED BRASS|3|360
Brand#35|MEDIUM BURNISHED NICKEL|9|360
Brand#35|PROMO BRUSHED BRASS|3|360
Brand#35|SMALL BRUSHED COPPER|23|360
Brand#35|SMALL POLISHED BRASS|19|360
Brand#35|STANDARD PLATED BRASS|36|360
Brand#35|STANDARD POLISHED NICKEL|9|360
Brand#41|ECONOMY ANODIZED TIN|3|360
Brand#41|LARGE BRUSHED BRASS|19|360
Brand#41|MEDIUM ANODIZED NICKEL|19|360
Brand#41|PROMO ANODIZED BRASS|45|360
Brand#41|SMALL BURNISHED BRASS|36|360
Brand#41|STANDARD BRUSHED NICKEL|23|360
Brand#42|ECONOMY BRUSHED NICKEL|36|360
Brand#42|LARGE PLATED NICKEL|45|360
Brand#42|PROMO PLATED TIN|36|360
Brand#42|SMALL BURNISHED NICKEL|14|360
Brand#43|PROMO POLISHED STEEL|14|360
Brand#43|SMALL PLATED STEEL|36|360
Brand#43|SMALL POLISHED BRASS|23|360
Brand#43|STANDARD PLATED COPPER|49|360
Brand#44|ECONOMY BURNISHED BRASS|45|360
Brand#44|ECONOMY BURNISHED STEEL|14|360
Brand#44|ECONOMY POLISHED STEEL|49|360
Brand#44|LARGE ANODIZED COPPER|45|360
Brand#44|LARGE BURNISHED COPPER|23|360
Brand#44|LARGE PLATED STEEL|9|360
Brand#44|PROMO ANODIZED BRASS|49|360
Brand#44|PROMO BURNISHED NICKEL|14|360
Brand#44|SMALL BRUSHED TIN|19|360
Brand#44|STANDARD BURNISHED STEEL|23|360
Brand#51|ECONOMY POLISHED COPPER|9|360
Brand#51|LARGE BRUSHED COPPER|45|360
Brand#51|MEDIUM BRUSHED COPPER|49|360
Brand#51|PROMO PLATED STEEL|36|360
Brand#51|SMALL PLATED STEEL|9|360
Brand#51|SMALL PLATED TIN|45|360
Brand#51|STANDARD BRUSHED NICKEL|9|360
Brand#52|LARGE POLISHED STEEL|19|360
Brand#52|LARGE POLISHED STEEL|45|360
Brand#52|MEDIUM ANODIZED NICKEL|3|360
Brand#52|MEDIUM BRUSHED NICKEL|23|360
Brand#52|PROMO BRUSHED STEEL|9|360
Brand#52|PROMO BURNISHED BRASS|45|360
Brand#52|SMALL PLATED STEEL|3|360
Brand#52|STANDARD ANODIZED BRASS|3|360
Brand#52|STANDARD BRUSHED BRASS|36|360
Brand#53|ECONOMY POLISHED NICKEL|19|360
Brand#53|LARGE PLATED BRASS|14|360
Brand#53|LARGE POLISHED NICKEL|49|360
Brand#53|SMALL ANODIZED BRASS|45|360
Brand#53|SMALL BRUSHED BRASS|45|360
Brand#53|SMALL POLISHED TIN|45|360
Brand#53|STANDARD BURNISHED COPPER|3|360
Brand#53|STANDARD BURNISHED TIN|36|360
Brand#54|ECONOMY BURNISHED BRASS|49|360
Brand#54|LARGE BRUSHED COPPER|36|360
Brand#54|MEDIUM PLATED COPPER|14|360
Brand#54|PROMO ANODIZED COPPER|14|360
Brand#54|PROMO POLISHED TIN|3|360
Brand#54|PROMO POLISHED TIN|14|360
Brand#54|STANDARD BRUSHED BRASS|23|360
Brand#54|STANDARD POLISHED NICKEL|9|360
Brand#54|STANDARD POLISHED STEEL|23|360
Brand#55|LARGE BURNISHED COPPER|45|360
Brand#55|MEDIUM BRUSHED TIN|14|360
Brand#55|SMALL ANODIZED NICKEL|49|360
Brand#55|SMALL ANODIZED TIN|45|360
Brand#55|SMALL BURNISHED COPPER|45|360
Brand#55|SMALL PLATED BRASS|23|360
Brand#55|SMALL PLATED STEEL|23|360
Brand#55|SMALL POLISHED NICKEL|49|360
Brand#55|STANDARD ANODIZED NICKEL|36|360
Brand#55|STANDARD PLATED STEEL|36|360
Brand#11|ECONOMY BURNISHED NICKEL|36|359
Brand#12|SMALL BURNISHED BRASS|49|359
Brand#14|LARGE BRUSHED TIN|36|359
Brand#14|LARGE POLISHED COPPER|9|359
Brand#14|PROMO BURNISHED STEEL|19|359
Brand#14|PROMO POLISHED NICKEL|14|359
Brand#14|STANDARD ANODIZED BRASS|23|359
Brand#14|STANDARD BURNISHED COPPER|49|359
Brand#15|LARGE ANODIZED NICKEL|19|359
Brand#15|PROMO PLATED STEEL|45|359
Brand#15|SMALL BRUSHED TIN|9|359
Brand#15|STANDARD BRUSHED COPPER|3|359
Brand#21|ECONOMY BURNISHED STEEL|9|359
Brand#21|LARGE BURNISHED STEEL|23|359
Brand#21|LARGE PLATED COPPER|45|359
Brand#21|LARGE POLISHED STEEL|19|359
Brand#21|MEDIUM ANODIZED TIN|45|359
Brand#21|SMALL ANODIZED BRASS|3|359
Brand#22|MEDIUM ANODIZED TIN|9|359
Brand#22|SMALL PLATED BRASS|3|359
Brand#23|SMALL PLATED TIN|36|359
Brand#25|LARGE PLATED NICKEL|9|359
Brand#25|STANDARD PLATED COPPER|14|359
Brand#25|STANDARD POLISHED COPPER|23|359
Brand#31|ECONOMY POLISHED BRASS|36|359
Brand#31|LARGE POLISHED BRASS|3|359
Brand#31|PROMO BRUSHED BRASS|49|359
Brand#31|SMALL BRUSHED COPPER|9|359
Brand#31|SMALL PLATED TIN|49|359
Brand#32|ECONOMY BRUSHED BRASS|14|359
Brand#32|ECONOMY BURNISHED BRASS|36|359
Brand#32|ECONOMY POLISHED COPPER|14|359
Brand#32|LARGE PLATED BRASS|45|359
Brand#32|MEDIUM ANODIZED STEEL|45|359
Brand#32|SMALL BRUSHED STEEL|3|359
Brand#33|PROMO ANODIZED NICKEL|49|359
Brand#33|SMALL BRUSHED TIN|23|359
Brand#34|MEDIUM PLATED BRASS|14|359
Brand#34|STANDARD BRUSHED BRASS|36|359
Brand#35|SMALL POLISHED TIN|45|359
Brand#35|STANDARD POLISHED BRASS|9|359
Brand#41|STANDARD PLATED COPPER|9|359
Brand#42|PROMO POLISHED TIN|3|359
Brand#42|STANDARD BRUSHED STEEL|49|359
Brand#43|MEDIUM BURNISHED STEEL|3|359
Brand#44|LARGE POLISHED STEEL|19|359
Brand#51|LARGE PLATED BRASS|23|359
Brand#51|LARGE POLISHED BRASS|49|359
Brand#52|LARGE PLATED BRASS|3|359
Brand#52|PROMO POLISHED BRASS|45|359
Brand#53|SMALL PLATED STEEL|49|359
Brand#54|ECONOMY BRUSHED TIN|19|359
Brand#54|ECONOMY PLATED STEEL|3|359
Brand#54|ECONOMY POLISHED TIN|49|359
Brand#54|MEDIUM BRUSHED BRASS|23|359
Brand#55|SMALL PLATED STEEL|14|359
Brand#55|STANDARD BRUSHED TIN|9|359
Brand#55|STANDARD POLISHED NICKEL|49|359
Brand#11|ECONOMY BURNISHED BRASS|45|358
Brand#14|STANDARD PLATED NICKEL|19|358
Brand#21|LARGE PLATED COPPER|3|358
Brand#22|LARGE BURNISHED COPPER|9|358
Brand#25|SMALL BRUSHED COPPER|45|358
Brand#35|SMALL POLISHED NICKEL|9|358
Brand#55|PROMO BRUSHED TIN|23|358
Brand#11|LARGE PLATED BRASS|9|356
Brand#11|LARGE PLATED BRASS|45|356
Brand#11|LARGE POLISHED TIN|14|356
Brand#11|SMALL BURNISHED COPPER|49|356
Brand#11|SMALL PLATED COPPER|36|356
Brand#11|SMALL PLATED STEEL|49|356
Brand#12|LARGE PLATED TIN|3|356
Brand#12|MEDIUM BRUSHED COPPER|23|356
Brand#12|PROMO BURNISHED COPPER|49|356
Brand#12|STANDARD ANODIZED TIN|23|356
Brand#12|STANDARD PLATED NICKEL|14|356
Brand#13|ECONOMY BURNISHED NICKEL|14|356
Brand#13|MEDIUM BURNISHED TIN|14|356
Brand#13|PROMO BURNISHED BRASS|49|356
Brand#13|SMALL BRUSHED COPPER|49|356
Brand#13|SMALL PLATED STEEL|9|356
Brand#13|STANDARD ANODIZED COPPER|23|356
Brand#13|STANDARD ANODIZED COPPER|49|356
Brand#13|STANDARD BURNISHED STEEL|9|356
Brand#13|STANDARD POLISHED TIN|14|356
Brand#14|LARGE BURNISHED BRASS|36|356
Brand#14|LARGE BURNISHED STEEL|9|356
Brand#14|LARGE PLATED NICKEL|23|356
Brand#14|MEDIUM BURNISHED BRASS|45|356
Brand#14|SMALL ANODIZED COPPER|3|356
Brand#14|SMALL PLATED BRASS|19|356
Brand#14|SMALL PLATED BRASS|49|356
Brand#15|ECONOMY POLISHED COPPER|3|356
Brand#15|ECONOMY POLISHED NICKEL|3|356
Brand#15|ECONOMY POLISHED TIN|23|356
Brand#15|LARGE ANODIZED STEEL|49|356
Brand#15|LARGE BURNISHED COPPER|36|356
Brand#15|LARGE PLATED BRASS|3|356
Brand#15|LARGE PLATED COPPER|9|356
Brand#15|PROMO ANODIZED STEEL|3|356
Brand#15|PROMO PLATED STEEL|36|356
Brand#21|ECONOMY ANODIZED COPPER|3|356
Brand#21|ECONOMY ANODIZED NICKEL|45|356
Brand#21|LARGE POLISHED BRASS|19|356
Brand#21|MEDIUM BURNISHED COPPER|3|356
Brand#21|PROMO ANODIZED STEEL|14|356
Brand#21|PROMO PLATED TIN|23|356
Brand#21|STANDARD PLATED COPPER|49|356
Brand#21|STANDARD PLATED STEEL|19|356
Brand#21|STANDARD POLISHED NICKEL|49|356
Brand#22|LARGE BURNISHED NICKEL|9|356
Brand#22|PROMO ANODIZED STEEL|9|356
Brand#22|PROMO BRUSHED TIN|23|356
Brand#23|ECONOMY BURNISHED BRASS|14|356
Brand#23|LARGE BRUSHED NICKEL|19|356
Brand#23|LARGE BRUSHED TIN|36|356
Brand#23|MEDIUM BURNISHED NICKEL|23|356
Brand#23|PROMO BRUSHED COPPER|19|356
Brand#23|SMALL ANODIZED NICKEL|45|356
Brand#23|SMALL PLATED COPPER|19|356
Brand#24|ECONOMY ANODIZED NICKEL|49|356
Brand#24|LARGE ANODIZED BRASS|14|356
Brand#24|LARGE POLISHED NICKEL|49|356
Brand#24|PROMO BRUSHED COPPER|9|356
Brand#24|SMALL PLATED STEEL|23|356
Brand#25|ECONOMY BURNISHED NICKEL|23|356
Brand#25|PROMO BRUSHED STEEL|23|356
Brand#25|PROMO BURNISHED NICKEL|23|356
Brand#25|PROMO PLATED TIN|3|356
Brand#25|SMALL BURNISHED NICKEL|49|356
Brand#25|STANDARD BURNISHED NICKEL|49|356
Brand#31|ECONOMY BRUSHED BRASS|36|356
Brand#31|ECONOMY BRUSHED COPPER|19|356
Brand#31|MEDIUM BRUSHED COPPER|3|356
Brand#31|PROMO BRUSHED COPPER|3|356
Brand#31|SMALL BRUSHED STEEL|9|356
Brand#31|STANDARD PLATED NICKEL|49|356
Brand#32|ECONOMY POLISHED NICKEL|14|356
Brand#32|LARGE BRUSHED NICKEL|19|356
Brand#32|MEDIUM PLATED TIN|3|356
Brand#32|PROMO BRUSHED TIN|23|356
Brand#32|PROMO BURNISHED STEEL|49|356
Brand#32|PROMO POLISHED TIN|14|356
Brand#32|SMALL PLATED NICKEL|45|356
Brand#32|SMALL POLISHED COPPER|36|356
Brand#32|SMALL POLISHED STEEL|45|356
Brand#32|SMALL POLISHED TIN|9|356
Brand#32|STANDARD ANODIZED STEEL|49|356
Brand#32|STANDARD BRUSHED STEEL|36|356
Brand#32|STANDARD PLATED TIN|23|356
Brand#33|ECONOMY PLATED TIN|14|356
Brand#33|LARGE BRUSHED NICKEL|9|356
Brand#33|MEDIUM ANODIZED STEEL|19|356
Brand#33|MEDIUM PLATED TIN|49|356
Brand#33|PROMO ANODIZED COPPER|3|356
Brand#33|PROMO BRUSHED BRASS|23|356
Brand#33|PROMO BURNISHED NICKEL|49|356
Brand#33|STANDARD BRUSHED STEEL|23|356
Brand#33|STANDARD BURNISHED NICKEL|9|356
Brand#33|STANDARD PLATED TIN|3|356
Brand#34|MEDIUM ANODIZED COPPER|14|356
Brand#34|MEDIUM PLATED BRASS|49|356
Brand#34|PROMO ANODIZED STEEL|14|356
Brand#34|PROMO PLATED NICKEL|3|356
Brand#34|PROMO POLISHED COPPER|9|356
Brand#34|PROMO POLISHED TIN|23|356
Brand#34|SMALL ANODIZED BRASS|9|356
Brand#34|SMALL ANODIZED BRASS|23|356
Brand#35|ECONOMY BRUSHED COPPER|45|356
Brand#35|LARGE ANODIZED NICKEL|36|356
Brand#35|LARGE POLISHED NICKEL|19|356
Brand#35|MEDIUM ANODIZED NICKEL|9|356
Brand#35|SMALL ANODIZED NICKEL|3|356
Brand#35|SMALL BRUSHED COPPER|14|356
Brand#35|SMALL BRUSHED STEEL|49|356
Brand#35|SMALL PLATED TIN|45|356
Brand#35|SMALL POLISHED TIN|49|356
Brand#41|ECONOMY BURNISHED STEEL|36|356
Brand#41|ECONOMY BURNISHED TIN|23|356
Brand#41|LARGE BRUSHED BRASS|14|356
Brand#41|LARGE BURNISHED COPPER|19|356
Brand#41|LARGE PLATED TIN|36|356
Brand#41|MEDIUM PLATED STEEL|14|356
Brand#41|PROMO ANODIZED TIN|19|356
Brand#41|PROMO PLATED STEEL|49|356
Brand#41|SMALL BURNISHED BRASS|49|356
